client_1,client_2,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total_mv
13,317,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
146,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
341,207,0,0,0,0,0,0,0,0,5,11,0,0,0,0,16
174,2651,0,0,0,0,0,0,0,0,0,0,0,9,9,0,18
324,2119,0,0,0,0,0,0,0,0,0,1,8,8,2,1,20
310,1157,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1129,487,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2459,2058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
427,1110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1278,383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
416,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1071,1128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
381,2455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4070,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
178,1325,0,0,0,0,0,0,0,1,0,0,1,11,2,4,19
200,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
381,318,0,0,0,0,0,0,0,8,58,73,42,18,7,4,210
1073,4,0,0,0,0,0,0,0,3,6,7,6,0,2,3,27
53,2455,0,0,0,0,0,0,0,0,1,1,4,0,0,0,6
114,13,0,0,0,0,0,0,0,11,68,112,101,106,86,92,576
174,402,0,0,0,0,0,0,0,2,2,2,5,5,5,12,33
66,114,0,0,0,0,0,0,0,3,7,10,12,17,12,14,75
324,2651,0,0,0,0,0,0,0,0,0,0,0,11,7,0,18
1345,96,0,0,0,0,0,0,0,0,2,2,1,3,2,4,14
326,1133,0,0,0,0,0,0,0,2,11,13,136,504,69,81,816
254,1372,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4
384,399,0,0,0,0,0,0,0,5,14,11,11,11,5,4,61
2190,1157,0,0,0,0,0,0,0,0,3,1,49,18,2,0,73
36,1129,0,0,0,0,0,0,0,11,30,38,71,37,29,182,398
2402,2402,0,0,0,0,0,0,0,0,6,75,451,972,1184,1383,4071
174,90,0,0,0,0,0,0,0,0,0,2,15,10,7,5,39
1185,487,0,0,0,0,0,0,0,1,8,7,13,4,3,0,36
396,207,0,0,0,0,0,0,0,7,18,29,0,0,0,0,54
181,190,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139
487,368,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1395,36,0,0,0,0,0,0,0,0,3,8,9,13,11,10,54
53,2190,0,0,0,0,0,0,0,0,5,51,328,562,409,474,1829
341,1374,0,0,0,0,0,0,0,1,3,9,19,5,7,8,52
1434,1395,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
144,134,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6
90,2386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1469,1110,0,0,0,0,0,0,0,1,0,1,1,5,2,1,11
326,341,0,0,0,0,0,0,0,0,5,17,17,216,16,0,271
140,145,0,0,0,0,0,0,0,1,1,2,1,0,0,0,5
2058,2106,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1366,27,0,0,0,0,0,0,0,0,0,2,3,1,1,0,7
252,2110,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
339,207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
324,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2166,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
418,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
344,1395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1294,1129,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
197,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
312,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
207,1157,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2166,1157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
178,118,0,0,0,0,0,0,0,2,3,5,6,1,4,5,26
318,1072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
384,1434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
326,363,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
2049,317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2058,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1266,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2190,1227,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
383,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
145,2114,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5
3613,169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3615,2190,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
1372,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2339,3615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
324,312,0,0,0,0,0,0,0,0,0,1,2,1,1,0,5
114,1154,0,0,0,0,0,0,0,2,1,2,4,3,17,10,39
2049,1073,0,0,0,0,0,0,0,0,0,1,1,2,2,1,7
338,337,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5
1157,2190,0,0,0,0,0,0,0,0,1,6,2988,4095,2628,263,9981
77,462,0,0,0,0,0,0,0,1,2,30,80,52,47,53,265
1182,77,0,0,0,0,0,0,0,1,4,4,0,11,3,1,24
51,2402,0,0,0,0,0,0,0,0,0,1,1,1,7,5,15
1042,1395,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5
77,1036,0,0,0,0,0,0,0,0,1,0,8,17,10,8,44
282,1185,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2242,1302,0,0,0,0,0,0,0,0,0,3,5,17,7,4,36
370,13,0,0,0,0,0,0,0,1,4,3,37,11,1,0,57
120,27,0,0,0,0,0,0,0,14,65,36,51,50,55,62,333
140,4,0,0,0,0,0,0,0,5,17,12,13,7,6,2,62
226,1469,0,0,0,0,0,0,0,0,1,2,1,1,1,0,6
2119,2110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
396,1157,0,0,0,0,0,0,0,42,149,245,58,11,0,0,505
36,350,0,0,0,0,0,0,0,6,7,10,6,4,1,0,34
487,382,0,0,0,0,0,0,0,0,0,0,3,4,1,1,9
368,1333,0,0,0,0,0,0,0,1,3,3,0,0,0,0,7
66,1434,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
116,1051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
324,1279,0,0,0,0,0,0,0,0,0,0,6,4,4,1,15
1182,1129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,1073,0,0,0,0,0,0,0,18,53,84,82,69,73,79,458
1279,2294,0,0,0,0,0,0,0,0,0,4,16,13,6,0,39
2114,1185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2459,1372,0,0,0,0,0,0,0,0,1,6,18,6,0,0,31
1279,51,0,0,0,0,0,0,0,0,4,3,8,8,3,3,29
383,312,0,0,0,0,0,0,0,1,5,1,4,12,5,5,33
114,1469,0,0,0,0,0,0,0,1,7,0,2,0,0,1,11
150,140,0,0,0,0,0,0,0,15,27,37,37,42,29,23,210
344,53,0,0,0,0,0,0,0,6,20,25,17,6,5,5,84
169,1179,0,0,0,0,0,0,0,1,0,0,2,3,1,1,8
207,120,0,0,0,0,0,0,0,2,2,1,1,0,1,0,7
54,384,0,0,0,0,0,0,0,6,19,16,1,0,0,0,42
63,462,0,0,0,0,0,0,0,0,0,1,0,6,4,3,14
1284,399,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1129,1219,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
77,1219,0,0,0,0,0,0,0,1,7,8,20,7,14,17,74
2459,2460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2110,1036,0,0,0,0,0,0,0,0,0,0,1,12,24,2,39
1219,114,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
1072,2339,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4,111,0,0,0,0,0,0,0,1,5,5,10,13,0,0,34
299,2294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,3384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1182,181,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
312,1072,0,0,0,0,0,0,0,0,0,0,5,3,4,0,12
1182,360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
326,331,0,0,0,0,0,0,0,0,2,3,7,3,2,0,17
1434,3873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2363,282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
384,1152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1073,1294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1143,282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
370,1184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1035,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,2210
4,1117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
312,312,0,0,0,1,1,0,1,446,25996,23692,28665,47023,35178,43381,204384
339,26,0,0,0,0,0,0,0,1,0,1,0,3,2,3,10
181,181,0,0,0,0,0,0,0,0,1,41,5,52,422,69,590
174,13,0,0,0,0,0,0,0,2,7,9,10,12,9,8,57
1301,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
240,54,0,0,0,0,0,0,0,0,4,10,8,4,1,1,28
96,1395,0,0,0,0,0,0,0,0,2,4,8,4,4,0,22
27,1026,0,0,0,0,0,0,0,3,10,12,10,5,3,2,45
1010,1423,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6
402,96,0,0,0,0,0,0,0,9,44,43,34,46,49,35,260
1302,77,0,0,0,0,0,0,0,1,4,9,15,11,9,14,63
1227,174,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4
1154,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
341,1072,0,0,0,0,0,0,0,277,275,2,0,2,0,1,557
27,2119,0,0,0,0,0,0,0,0,3,1,1,0,2,19,26
2402,134,0,0,0,0,0,0,0,0,0,0,3,2,2,2,9
2190,350,0,0,0,0,0,0,0,2,11,10,2,4,1,1,31
1179,1395,0,0,0,0,0,0,0,0,0,1,3,1,1,1,7
1361,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
381,1157,0,0,0,0,0,0,0,2,9,6,4,0,0,0,21
1218,134,0,0,0,0,0,0,0,1,17,20,4,8,3,1,54
2318,2294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2455,54,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4
306,134,0,0,0,0,0,0,0,0,32,106,163,99,226,97,723
53,396,0,0,0,0,0,0,0,135,384,461,450,475,537,509,2951
111,134,0,0,0,0,0,0,0,10,16,32,41,57,40,59,255
1345,1185,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12
53,383,0,0,0,0,0,0,0,3,4,7,2,12,3,5,36
13,1423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1218,3499,0,0,0,0,0,0,0,0,0,0,0,2,8,6,16
2210,36,0,0,0,0,0,0,0,3,5,1,0,0,0,0,9
341,1227,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4
256,1128,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
1279,210,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4
2107,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
120,1219,0,0,0,0,0,0,0,0,1,1,0,2,1,0,5
4,487,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5
1196,4,0,0,0,0,0,0,0,3,5,0,1,0,1,0,10
13,2212,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
1098,331,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
77,2406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134,178,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
396,3384,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
2653,2402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2058,1279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
418,487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
419,3615,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29
2085,2085,0,0,0,0,0,0,0,1,181,205,232,295,244,251,1409
1182,396,0,0,0,0,0,0,0,0,1,5,2,37,15,2,62
2106,2190,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
169,4018,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
326,1073,0,0,0,0,0,0,0,1,2,0,1,2,1,0,7
1036,82,0,0,0,0,0,0,0,0,0,0,1,1,49,3,54
383,118,0,0,0,0,0,0,0,5,12,15,14,12,18,10,86
313,1184,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
178,381,0,0,0,0,0,0,0,18,28,5,0,0,0,0,51
1073,402,0,0,0,0,0,0,0,0,0,2,6,3,7,2,20
310,1469,0,0,0,0,0,0,0,0,2,0,1,4,2,0,9
2084,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54,3499,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
2443,36,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3
1010,77,0,0,0,0,0,0,0,128,360,307,325,289,230,230,1869
2318,341,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2114,2309,0,0,0,0,0,0,0,0,14,0,4,1,2,7,28
1128,2106,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4
396,1154,0,0,0,0,0,0,0,15,16,38,32,35,42,37,215
66,339,0,0,0,0,0,0,0,1,0,1,5,1,0,0,8
111,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
54,210,0,0,0,0,0,0,0,11,36,21,31,20,17,13,149
341,54,0,0,0,0,0,0,0,4,14,11,16,22,25,15,107
1345,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
181,120,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
299,326,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
53,190,0,0,0,0,0,0,0,1,1,0,1,3,3,39,48
324,2049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
207,324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
363,2190,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
207,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
90,2695,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
1345,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3499,2119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2119,418,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4
313,2119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
383,360,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1072,1133,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
181,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,2039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,1302,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
141,350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1110,1110,0,0,0,0,0,0,0,73,2863,3270,5473,4547,3712,4108,24046
141,169,0,0,0,0,0,0,0,0,0,1,0,6,15,0,22
1010,1073,0,0,0,0,0,0,0,18,55,138,200,146,126,141,824
4,36,0,0,0,0,0,0,0,26,48,51,44,32,44,27,272
1219,2119,0,0,0,0,0,0,0,0,0,0,2,5,6,19,32
1219,1372,0,0,0,0,0,0,0,0,0,16,35,59,117,38,265
1051,53,0,0,0,0,0,0,0,0,8,4,4,1,1,2,20
317,1157,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
1182,312,0,0,0,0,0,0,0,0,2,1,0,4,4,0,11
13,2294,0,0,0,0,0,0,0,0,0,1,3,4,2,1,11
1372,145,0,0,0,0,0,0,0,0,1,7,1,3,5,5,22
77,339,0,0,0,0,0,0,0,1,7,28,45,53,54,58,246
77,2106,0,0,0,0,0,0,0,0,0,4,4,1,2,6,17
3971,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2242,36,0,0,0,0,0,0,0,1,2,4,3,6,5,4,25
90,2110,0,0,0,0,0,0,0,0,0,0,4,4,4,5,17
82,240,0,0,0,0,0,0,0,0,2,3,5,7,0,0,17
174,116,0,0,0,0,0,0,0,1,3,1,4,1,3,1,14
96,51,0,0,0,0,0,0,0,57,115,129,140,119,163,133,856
1184,1279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
318,2119,0,0,0,0,0,0,0,2,0,2,5,3,1,0,13
2106,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2110,77,0,0,0,0,0,0,0,0,0,3,13,37,16,7,76
368,2402,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
4,3499,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
114,1157,0,0,0,0,0,0,0,15,87,78,39,11,1,0,231
324,77,0,0,0,0,0,0,0,1,3,11,26,28,15,3,87
2166,312,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
4,118,0,0,0,0,0,0,0,5,31,20,21,22,9,5,113
1153,1469,0,0,0,0,0,0,0,0,1,0,3,2,1,6,13
2110,383,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1278,134,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1042,313,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
1010,2651,0,0,0,0,0,0,0,0,0,0,0,10,7,0,17
141,174,0,0,0,0,0,0,0,0,0,3,4,1,3,1,12
2242,66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1184,150,0,0,0,0,0,0,0,0,1,4,5,18,11,2,41
383,2106,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
418,66,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
1033,1469,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5
1219,90,0,0,0,0,0,0,0,0,0,8,2,1,0,0,11
145,116,0,0,0,0,0,0,0,3,2,0,0,1,0,0,6
1071,1157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
312,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2058,1073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1072,487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2108,1395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
141,1218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1010,383,0,0,0,0,0,0,0,1,1,5,4,5,6,3,25
2242,1395,0,0,0,0,0,0,0,0,1,0,25,15,1,2,44
27,368,0,0,0,0,0,0,0,20,29,22,19,13,29,15,147
190,150,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
96,1227,0,0,0,0,0,0,0,3,15,22,18,18,16,8,100
1325,96,0,0,0,0,0,0,0,2,4,3,2,3,2,2,18
1073,120,0,0,0,0,0,0,0,10,24,39,37,51,70,44,275
1185,427,0,0,0,0,0,0,0,1,2,4,4,14,6,13,44
396,326,0,0,0,0,0,0,0,4,15,25,23,7,0,0,74
2242,51,0,0,0,0,0,0,0,0,0,0,1,6,2,0,9
1423,396,0,0,0,0,0,0,0,2,2,3,3,7,6,1,24
338,336,0,0,0,0,0,0,0,0,4,2,2,2,2,1,13
118,1395,0,0,0,0,0,0,0,0,3,10,14,13,4,1,45
2119,104,0,0,0,0,0,0,0,0,1,4,11,20,16,14,66
27,190,0,0,0,0,0,0,0,1,3,3,2,1,0,7,17
2459,53,0,0,0,0,0,0,0,1,8,2,4,1,0,1,17
2119,2242,0,0,0,0,0,0,0,0,3,4,8,3,6,7,31
2294,2294,0,0,0,0,0,0,0,0,0,18,685,1704,1944,2236,6587
90,416,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
312,383,0,0,0,0,0,0,0,1,1,2,3,1,5,2,15
1374,90,0,0,0,0,0,0,0,0,0,2,4,0,1,0,7
324,4,0,0,0,0,0,0,0,0,3,2,6,3,3,0,17
382,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
63,282,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
396,2651,0,0,0,0,0,0,0,0,0,0,0,16,6,0,22
77,1129,0,0,0,0,0,0,0,29,63,51,63,42,26,28,302
396,2110,0,0,0,0,0,0,0,0,0,17,11,1,1,1,31
4,140,0,0,0,0,0,0,0,2,14,21,34,12,10,5,98
1010,361,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
26,2114,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2106,2058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,2242,0,0,0,0,0,0,0,2,4,4,5,4,4,5,28
282,63,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
26,2082,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
77,2363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
396,2114,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6
360,318,0,0,0,0,0,0,0,2,4,5,5,6,3,1,26
1129,331,0,0,0,0,0,0,0,1,2,2,1,1,0,0,7
306,1184,0,0,0,0,0,0,0,0,1,0,0,1,1,7,10
2106,382,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
27,1266,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
378,226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51,174,0,0,0,0,0,0,0,1,7,13,12,13,12,8,66
1184,53,0,0,0,0,0,0,0,13,143,134,101,62,37,17,507
1302,360,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4
1218,2106,0,0,0,0,0,0,0,0,0,2,2,2,1,2,9
2695,396,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
1372,4018,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
1051,1026,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
144,51,0,0,0,0,0,0,0,0,0,3,2,0,1,3,9
114,1345,0,0,0,0,0,0,0,0,0,11,2,12,5,4,34
2119,2344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1185,1374,0,0,0,0,0,0,0,0,2,2,0,0,0,1,5
339,13,0,0,0,0,0,0,0,1,1,1,5,4,1,6,19
82,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
77,2066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
256,1302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2108,4018,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1333,326,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
256,1133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2695,141,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
140,2039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1434,96,0,0,0,0,0,0,0,1,8,0,7,4,3,0,23
396,396,0,0,1,0,1,7,5,2639,121636,129180,140022,185211,176293,192440,947435
312,1326,0,0,0,0,0,0,0,0,2,2,4,7,3,1,19
1301,1179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
326,2106,0,0,0,0,0,0,0,0,0,1,0,1,0,4,6
2110,2110,0,0,0,0,0,0,0,0,0,45,230,292,138,126,831
384,1469,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
2108,82,0,0,0,0,0,0,0,1,2,3,2,3,1,1,13
36,381,0,0,0,0,0,0,0,4,27,9,0,0,0,0,40
1010,1157,0,0,0,0,0,0,0,17,8,12,3,2,0,0,42
396,1395,0,0,0,0,0,0,0,1,47,128,76,77,16,3,348
2443,384,0,0,0,0,0,0,0,0,10,23,0,0,0,0,33
1117,341,0,0,0,0,0,0,0,3,3,5,4,3,3,0,21
63,118,0,0,0,0,0,0,0,18,66,53,63,52,63,73,388
1042,402,0,0,0,0,0,0,0,2,10,14,7,5,3,3,44
1218,368,0,0,0,0,0,0,0,1,1,2,1,0,0,0,5
13,54,0,0,0,0,0,0,0,187,417,445,506,553,545,606,3259
1219,396,0,0,0,0,0,0,0,1,3,1,3,6,4,1,19
140,116,0,0,0,0,0,0,0,2,23,29,27,25,25,29,160
1133,1372,0,0,0,0,0,0,0,0,4,9,18,42,85,74,232
36,1227,0,0,0,0,0,0,0,0,4,7,9,3,2,3,28
190,36,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4
36,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
77,337,0,0,0,0,0,0,0,0,4,3,5,5,5,5,27
1333,77,0,0,0,0,0,0,0,9,52,56,21,43,7,10,198
2339,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
416,169,0,0,0,0,0,0,0,1,1,0,1,3,2,1,9
1010,1179,0,0,0,0,0,0,0,7,26,29,47,49,42,15,215
1182,2460,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2459,2114,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
145,1133,0,0,0,0,0,0,0,1,10,1,0,1,0,0,13
282,178,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
339,118,0,0,0,0,0,0,0,0,1,9,12,7,2,3,34
63,2651,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5
1071,396,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3
368,2363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57,1129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3793,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2049,145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
313,174,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1374,2318,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
1128,1033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
341,1129,0,0,0,0,0,0,0,2,2,18,45,29,33,26,155
1469,1157,0,0,0,0,0,0,0,2,4,4,5,0,0,0,15
140,26,0,0,0,0,0,0,0,0,1,6,4,7,4,7,29
2058,1302,0,0,0,0,0,0,0,0,5,2,2,0,5,5,19
134,326,0,0,0,0,0,0,0,1,34,6,10,2,3,0,56
416,2294,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4
324,1301,0,0,0,0,0,0,0,0,0,5,5,1,22,1,34
1098,54,0,0,0,0,0,0,0,3,16,10,13,5,1,5,53
145,2443,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
1374,396,0,0,0,0,0,0,0,5,9,8,18,22,14,11,87
363,51,0,0,0,0,0,0,0,1,4,8,11,11,7,7,49
1434,53,0,0,0,0,0,0,0,0,3,6,9,4,9,2,33
13,4,0,0,0,0,0,0,0,6,29,21,28,25,23,27,159
1434,114,0,0,0,0,0,0,0,0,0,2,6,5,1,0,14
1129,1036,0,0,0,0,0,0,0,0,0,1,2,1,2,18,24
1374,2190,0,0,0,0,0,0,0,0,0,0,64,130,97,63,354
54,368,0,0,0,0,0,0,0,9,18,21,13,15,12,12,100
310,396,0,0,0,0,0,0,0,4,24,53,112,51,16,20,280
140,339,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4
312,63,0,0,0,0,0,0,0,15,24,62,90,65,84,70,410
399,399,0,0,0,0,0,0,0,109,7018,7979,9237,19531,16882,17466,78222
209,396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1218,178,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
293,1469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
