client_1,client_2,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total_mv
90,2190,0,0,0,0,0,0,0,0,1,14,28,47,30,39,159
53,26,0,0,0,0,0,0,0,16,32,78,88,80,75,62,431
116,306,0,0,0,0,0,0,0,0,1,1,0,1,1,1,5
1372,51,0,0,0,0,0,0,0,0,0,10,19,18,17,21,85
1129,427,0,0,0,0,0,0,0,0,5,2,1,1,1,0,10
90,1154,0,0,0,0,0,0,0,0,0,1,1,2,0,2,6
2114,2443,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2190,2079,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4
313,114,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4
1185,1072,0,0,0,0,0,0,0,0,0,0,4,3,1,0,8
140,1154,0,0,0,0,0,0,0,2,3,5,4,6,4,3,27
299,360,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
399,1185,0,0,0,0,0,0,0,6,12,12,16,11,12,6,75
1154,90,0,0,0,0,0,0,0,0,0,1,3,1,1,0,6
254,53,0,0,0,0,0,0,0,9,15,14,1,0,0,0,39
318,331,0,0,0,0,0,0,0,2,11,14,12,6,5,3,53
210,53,0,0,0,0,0,0,0,8,20,19,14,19,7,5,92
399,2114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
318,318,0,0,0,0,0,0,0,69,7269,7189,9340,10256,9135,9315,52573
1010,141,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
13,2110,0,0,0,0,0,0,0,0,0,8,3,1,10,1,23
1129,368,0,0,0,0,0,0,0,1,3,4,3,1,5,1,18
2651,2190,0,0,0,0,0,0,0,0,0,0,0,1,4,13,18
1374,1372,0,0,0,0,0,0,0,0,16,20,33,76,90,59,294
2190,1469,0,0,0,0,0,0,0,0,6,0,1,12,46,64,129
1073,1185,0,0,0,0,0,0,0,10,18,27,38,30,23,8,154
384,396,0,0,0,0,0,0,0,4,8,6,3,3,2,0,26
1110,90,0,0,0,0,0,0,0,0,0,5,4,8,9,2,28
1035,396,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
90,66,0,0,0,0,0,0,0,0,2,9,19,18,17,13,78
1395,1302,0,0,0,0,0,0,0,1,5,2,3,0,1,4,16
310,82,0,0,0,0,0,0,0,1,3,0,1,0,0,0,5
111,2318,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
140,1133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63,419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1372,1042,0,0,0,0,0,0,0,0,0,0,3,1,2,1,7
1026,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3613,1372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2339,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
82,1036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
293,1010,0,0,0,0,0,0,0,0,6,2,0,0,1,0,9
293,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1129,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
339,134,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
120,2187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
63,2459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2110,326,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
169,1266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
209,36,0,0,0,0,0,0,0,1,1,1,4,0,0,0,7
82,82,0,0,0,0,0,0,0,1168,66928,63207,73258,96242,84547,86437,471787
1010,1185,0,0,0,0,0,0,0,14,60,61,93,74,30,24,356
381,1042,0,0,0,0,0,0,0,7,23,11,14,13,10,19,97
54,1073,0,0,0,0,0,0,0,17,72,94,108,110,94,139,634
90,90,0,0,0,0,0,0,0,0,693,20564,90053,100772,98491,52877,363450
1185,363,0,0,0,0,0,0,0,0,4,3,2,2,2,6,19
54,178,0,0,0,0,0,0,0,10,14,18,16,16,11,13,98
104,169,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4
36,382,0,0,0,0,0,0,0,0,0,0,1,1,4,3,9
174,150,0,0,0,0,0,0,0,0,3,0,4,3,7,11,28
207,169,0,0,0,0,0,0,0,0,3,1,5,1,1,1,12
2039,312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
77,2294,0,0,0,0,0,0,0,0,0,2,2,2,4,2,12
2058,2119,0,0,0,0,0,0,0,0,0,0,2,1,3,9,15
313,104,0,0,0,0,0,0,0,10,86,41,17,8,4,1,167
1051,344,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
368,13,0,0,0,0,0,0,0,8,9,9,5,4,2,3,40
326,144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
82,1469,0,0,0,0,0,0,0,4,20,3,4,8,12,43,94
1179,209,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
2695,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3615,1073,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
1154,120,0,0,0,0,0,0,0,5,13,21,26,15,18,31,129
82,350,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4
2079,13,0,0,0,0,0,0,0,1,1,2,1,0,0,0,5
150,462,0,0,0,0,0,0,0,0,0,19,30,18,24,19,110
1072,1129,0,0,0,0,0,0,0,1,1,1,2,0,0,0,5
1374,2119,0,0,0,0,0,0,0,0,0,1,6,5,1,2,15
1072,1372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2106,1129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
190,1129,0,0,0,0,0,0,0,1,1,0,4,0,0,1,7
1098,299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
324,402,0,0,0,0,0,0,0,0,0,0,6,6,6,3,21
53,114,0,0,0,0,0,0,0,51,171,205,209,188,185,233,1242
1469,169,0,0,0,0,0,0,0,0,1,3,2,6,7,9,28
1219,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1157,1184,0,0,0,0,0,0,0,0,4,5,3,1,0,2,15
419,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
1219,2242,0,0,0,0,0,0,0,0,13,10,9,1,12,16,61
350,1302,0,0,0,0,0,0,0,0,2,1,0,3,0,0,6
399,26,0,0,0,0,0,0,0,0,0,4,4,6,2,5,21
331,54,0,0,0,0,0,0,0,22,65,61,61,62,47,51,369
2190,169,0,0,0,0,0,0,0,2,4,41,7,18,31,33,136
1129,2179,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6
368,146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
299,190,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
1302,145,0,0,0,0,0,0,0,0,1,0,2,0,2,4,9
1396,1035,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
169,2653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1157,144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
339,120,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3
1158,174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
402,2651,0,0,0,0,0,0,0,0,0,0,0,13,3,0,16
360,2318,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
396,2344,0,0,0,0,0,0,0,0,0,1,13,19,12,0,45
66,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
207,77,0,0,0,0,0,0,0,25,61,34,17,0,1,0,138
1042,1129,0,0,0,0,0,0,0,2,3,1,1,0,0,1,8
1157,1266,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
174,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
1301,1218,0,0,0,0,0,0,0,0,16,24,6,1,3,2,52
1010,396,0,0,0,0,0,0,0,31,161,170,176,163,167,214,1082
1469,118,0,0,0,0,0,0,0,4,5,9,28,11,14,6,77
384,150,0,0,0,0,0,0,0,10,27,21,29,12,8,4,111
2455,1302,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
384,1129,0,0,0,0,0,0,0,3,3,1,0,0,0,0,7
1042,1374,0,0,0,0,0,0,0,1,7,12,22,17,6,6,71
2110,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
13,384,0,0,0,0,0,0,0,12,23,16,0,0,0,0,51
1133,181,0,0,0,0,0,0,0,0,0,0,1,3,1,4,9
341,2695,0,0,0,0,0,0,0,0,0,0,0,2,9,4,15
4070,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
368,1184,0,0,0,0,0,0,0,2,1,1,1,0,0,0,5
1185,1179,0,0,0,0,0,0,0,0,1,5,7,5,1,0,19
1100,396,0,0,0,0,0,0,0,1,4,2,2,4,13,4,30
1128,174,0,0,0,0,0,0,0,1,14,39,40,17,19,31,161
114,1073,0,0,0,0,0,0,0,2,5,38,26,22,20,20,133
2459,26,0,0,0,0,0,0,0,0,4,2,6,13,1,0,26
1326,1279,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1219,4,0,0,0,0,0,0,0,0,2,1,2,1,0,0,6
1294,396,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4
1154,140,0,0,0,0,0,0,0,4,2,4,2,4,2,1,19
324,134,0,0,0,0,0,0,0,0,1,3,1,3,0,0,8
116,54,0,0,0,0,0,0,0,13,31,40,44,66,43,39,276
197,63,0,0,0,0,0,0,0,0,1,2,2,2,1,0,8
1073,53,0,0,0,0,0,0,0,7,21,45,53,28,21,11,186
396,350,0,0,0,0,0,0,0,28,56,49,61,17,8,2,221
150,3873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2339,145,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
150,63,0,0,0,0,0,0,0,40,86,118,91,77,88,124,624
2108,4,0,0,0,0,0,0,0,6,15,13,14,10,9,5,72
1010,3499,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10
2190,1219,0,0,0,0,0,0,0,0,8,3,2,12,42,40,107
4,1196,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
2066,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2190,1133,0,0,0,0,0,0,0,0,1,0,19,50,52,1,123
252,27,0,0,0,0,0,0,0,4,90,7,6,37,14,15,173
277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
337,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1184,416,0,0,0,0,0,0,0,0,1,0,1,2,1,1,6
299,324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
252,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2294,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
146,1051,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4
53,1157,0,0,0,0,0,0,0,117,410,305,130,34,0,0,996
341,399,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
2108,2309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2402,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1423,120,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
2166,399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
406,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1374,326,0,0,0,0,0,0,0,2,5,7,10,7,0,0,31
1374,1133,0,0,0,0,0,0,0,0,4,12,20,16,2,0,54
312,150,0,0,0,0,0,0,0,12,49,47,71,80,57,54,370
197,77,0,0,0,0,0,0,0,6,19,20,25,20,17,1,108
118,1036,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
1423,54,0,0,0,0,0,0,0,1,1,4,2,6,10,0,24
1218,36,0,0,0,0,0,0,0,0,6,8,5,4,5,1,29
66,324,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6
145,36,0,0,0,0,0,0,0,19,39,14,12,35,16,14,149
114,1266,0,0,0,0,0,0,0,0,0,5,7,6,6,8,32
326,1301,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
178,226,0,0,0,0,0,0,0,0,1,0,2,3,1,1,8
1179,66,0,0,0,0,0,0,0,1,4,34,33,24,8,14,118
26,150,0,0,0,0,0,0,0,1,3,2,9,9,12,8,44
1036,1372,0,0,0,0,0,0,0,0,0,0,0,0,5,69,74
150,384,0,0,0,0,0,0,0,8,31,37,0,0,0,0,76
2230,77,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
383,1010,0,0,0,0,0,0,0,1,7,4,7,4,11,4,38
26,382,0,0,0,0,0,0,0,0,0,0,3,1,6,3,13
210,312,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6
77,3793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1042,77,0,0,0,0,0,0,0,4,24,13,36,17,21,21,136
116,1072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1434,111,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
181,360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,306,0,0,0,0,0,0,0,0,1,10,6,7,5,5,34
36,145,0,0,0,0,0,0,0,22,105,35,19,17,31,16,245
13,2695,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
1072,1184,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
54,331,0,0,0,0,0,0,0,21,91,69,79,50,34,36,380
118,2294,0,0,0,0,0,0,0,0,0,13,36,10,8,1,68
181,1129,0,0,0,0,0,0,0,0,0,0,1,2,5,6,14
96,66,0,0,0,0,0,0,0,20,33,33,49,35,26,48,244
120,51,0,0,0,0,0,0,0,10,29,27,28,27,14,22,157
384,120,0,0,0,0,0,0,0,2,7,4,7,4,3,0,27
63,26,0,0,0,0,0,0,0,4,22,37,21,32,5,1,122
360,381,0,0,0,0,0,0,0,5,18,9,0,0,0,0,32
2058,396,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4
141,90,0,0,0,0,0,0,0,0,1,4,2,1,0,0,8
1219,2058,0,0,0,0,0,0,0,0,1,1,0,4,2,0,8
2108,310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
383,2058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
324,2294,0,0,0,0,0,0,0,0,0,3,3,2,13,3,24
51,1117,0,0,0,0,0,0,0,2,4,3,1,0,0,0,10
1072,381,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
140,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1117,2455,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1301,1372,0,0,0,0,0,0,0,0,2,0,3,5,5,3,18
150,1294,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
2108,1157,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
1279,1218,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
141,178,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
169,1026,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3
1072,2402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2106,2402,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
1372,26,0,0,0,0,0,0,0,0,2,4,6,21,21,29,83
1051,293,0,0,0,0,0,0,0,0,1,0,1,2,3,4,11
111,1374,0,0,0,0,0,0,0,0,2,6,2,3,2,1,16
1157,1036,0,0,0,0,0,0,0,0,0,8,12,37,9,2,68
1266,282,0,0,0,0,0,0,0,0,11,1,2,11,9,11,45
114,381,0,0,0,0,0,0,0,4,20,9,0,0,0,0,33
1110,134,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6
418,2119,0,0,0,0,0,0,0,0,1,1,2,0,0,3,7
2058,3615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1129,4,0,0,0,0,0,0,0,7,50,18,29,54,9,4,171
1157,383,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
77,1100,0,0,0,0,0,0,0,8,26,42,37,33,24,19,189
306,51,0,0,0,0,0,0,0,0,1,2,7,7,5,5,27
1157,210,0,0,0,0,0,0,0,0,1,1,4,1,0,0,7
36,317,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
174,381,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
1154,66,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3
53,2049,0,0,0,0,0,0,0,1,6,9,8,2,2,1,29
2049,324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
341,382,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4
1072,118,0,0,0,0,0,0,0,0,0,1,3,1,1,4,10
1152,77,0,0,0,0,0,0,0,2,2,0,0,0,1,0,5
210,90,0,0,0,0,0,0,0,0,1,1,3,3,3,2,13
1072,1117,0,0,0,0,0,0,0,2746,2764,166,5,2,64,18,5765
1073,51,0,0,0,0,0,0,0,2,12,24,12,21,8,15,94
1302,4018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
256,114,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3
140,1326,0,0,0,0,0,0,0,0,1,5,1,1,3,0,11
1129,399,0,0,0,0,0,0,0,1,3,4,2,2,1,2,15
104,1219,0,0,0,0,0,0,0,0,0,0,1,1,3,3,8
344,111,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
2344,96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
178,4085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1302,344,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4
3499,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2190,2166,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10
82,2108,0,0,0,0,0,0,0,0,2,2,3,2,6,2,17
226,363,0,0,0,0,0,0,0,0,0,0,4,3,3,4,14
2651,13,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6
1117,1157,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
90,36,0,0,0,0,0,0,0,0,2,15,44,38,59,40,198
174,2049,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
104,90,0,0,0,0,0,0,0,0,0,1,5,11,1,1,19
462,1010,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6
36,1117,0,0,0,0,0,0,0,3,33,21,11,9,2,2,81
1374,150,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6
27,1196,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2119,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1033,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1434,1366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2066,2106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
82,226,0,0,0,0,0,0,0,2,2,1,2,2,2,3,14
111,402,0,0,0,0,0,0,0,0,3,5,9,5,9,8,39
226,134,0,0,0,0,0,0,0,3,4,5,6,8,2,1,29
1326,1010,0,0,0,0,0,0,0,1,6,4,3,17,12,10,53
1333,2108,0,0,0,0,0,0,0,0,4,5,3,0,0,1,13
384,63,0,0,0,0,0,0,0,5,5,5,2,6,1,2,26
141,1157,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1026,120,0,0,0,0,0,0,0,1,2,2,2,1,0,0,8
2406,1117,0,0,0,0,0,0,0,0,0,0,0,27,18,11,56
181,27,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11
331,1042,0,0,0,0,0,0,0,5,12,5,6,4,4,8,44
1133,2294,0,0,0,0,0,0,0,0,0,6,2,0,1,0,9
1218,382,0,0,0,0,0,0,0,0,0,1,9,7,4,3,24
1185,1184,0,0,0,0,0,0,0,2,5,8,4,4,0,0,23
1117,226,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
1010,169,0,0,0,0,0,0,0,6,14,26,30,38,11,16,141
1372,13,0,0,0,0,0,0,0,0,11,23,34,45,54,65,232
1157,1361,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
1361,77,0,0,0,0,0,0,0,1,8,9,4,3,2,0,27
1129,178,0,0,0,0,0,0,0,2,3,1,1,5,1,4,17
51,2651,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
427,181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
77,1071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
326,2460,0,0,0,0,0,0,0,0,16,13,7,11,0,0,47
1218,418,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
169,2190,0,0,0,0,0,0,0,1,4,5,23,34,27,23,117
134,381,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5
1026,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
26,252,0,0,0,0,0,0,0,0,2,1,2,1,0,0,6
2242,360,0,0,0,0,0,0,0,0,1,4,12,0,1,0,18
2039,2039,0,0,0,0,0,0,0,0,3,2,1,0,0,1,7
174,1072,0,0,0,0,0,0,0,0,0,1,1,10,2,7,21
82,416,0,0,0,0,0,0,0,1,0,1,0,3,4,2,11
1026,51,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5
299,368,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
63,2110,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
90,169,0,0,0,0,0,0,0,0,0,14,12,19,33,14,92
339,1073,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
118,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2110,1219,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1042,2190,0,0,0,0,0,0,0,0,0,1,2,12,20,8,43
150,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2110,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1182,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134,1301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1051,3499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2179,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1196,341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
378,4018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1301,54,0,0,0,0,0,0,0,0,1,2,2,3,2,2,12
116,53,0,0,0,0,0,0,0,12,12,8,7,5,4,3,51
169,1010,0,0,0,0,0,0,0,4,12,13,17,25,18,29,118
1218,1279,0,0,0,0,0,0,0,0,0,3,3,22,12,2,42
4,350,0,0,0,0,0,0,0,15,40,16,52,23,5,4,155
1395,150,0,0,0,0,0,0,0,0,0,2,2,3,3,0,10
310,1185,0,0,0,0,0,0,0,0,2,12,8,6,0,0,28
169,2106,0,0,0,0,0,0,0,0,0,3,3,4,4,6,20
1227,54,0,0,0,0,0,0,0,5,6,6,9,15,8,7,56
1010,1372,0,0,0,0,0,0,0,0,10,16,18,41,42,62,189
256,383,0,0,0,0,0,0,0,2,2,1,1,0,0,0,6
361,312,0,0,0,0,0,0,0,0,0,2,3,2,4,3,14
299,51,0,0,0,0,0,0,0,4,18,17,3,5,3,7,57
363,1185,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
51,326,0,0,0,0,0,0,0,1,4,2,2,0,1,0,10
396,54,0,0,0,0,0,0,0,192,659,861,944,1148,962,973,5739
1374,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1284,1110,0,0,0,0,0,0,0,0,0,1,3,1,1,1,7
63,2443,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
82,169,0,0,0,0,0,0,0,7,14,23,17,25,19,18,123
36,396,0,0,0,0,0,0,0,42,212,177,197,157,179,253,1217
350,1469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
299,174,0,0,0,0,0,0,0,0,3,2,0,0,1,0,6
111,150,0,0,0,0,0,0,0,2,18,30,52,53,46,45,246
1374,174,0,0,0,0,0,0,0,1,1,3,4,3,5,1,18
116,82,0,0,0,0,0,0,0,2,3,4,5,8,4,3,29
1326,116,0,0,0,0,0,0,0,0,4,4,8,15,6,13,50
145,2344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63,2402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1157,318,0,0,0,0,0,0,0,2,5,9,16,15,3,0,50
145,336,0,0,0,0,0,0,0,7,9,1,2,2,1,0,22
350,339,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4
13,399,0,0,0,0,0,0,0,0,2,1,0,2,5,0,10
1184,2459,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
339,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
341,1033,0,0,0,0,0,0,0,2,2,1,1,0,0,0,6
96,169,0,0,0,0,0,0,0,5,10,34,29,30,15,8,131
1036,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1036,63,0,0,0,0,0,0,0,0,0,0,0,1,1,14,16
169,370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2262,4,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4
312,1185,0,0,0,0,0,0,0,37,73,77,63,58,53,38,399
363,150,0,0,0,0,0,0,0,0,2,5,5,8,3,4,27
2318,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
462,36,0,0,0,0,0,0,0,0,1,1,3,10,7,25,47
384,1278,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
169,2114,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
2187,331,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1185,2210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,1266,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1010,310,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
27,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
313,381,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6
256,1073,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
66,66,0,0,0,0,0,0,0,255,16913,17744,19439,24249,22805,23500,124905
1182,26,0,0,0,0,0,0,0,0,5,0,5,0,2,0,12
1196,77,0,0,0,0,0,0,0,3,24,10,8,1,3,14,63
54,150,0,0,0,0,0,0,0,30,95,176,170,165,181,160,977
82,1157,0,0,0,0,0,0,0,2,5,4,2,0,0,0,13
363,178,0,0,0,0,0,0,0,1,8,6,6,3,2,4,30
1395,3615,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
145,402,0,0,0,0,0,0,0,6,16,3,3,1,2,2,33
2242,2049,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1026,1100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
240,1010,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4
1278,90,0,0,0,0,0,0,0,0,0,1,3,3,1,1,9
190,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3499,27,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
169,145,0,0,0,0,0,0,0,2,0,2,2,6,14,41,67
141,1294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1073,1154,0,0,0,0,0,0,0,0,0,6,2,7,8,6,29
120,63,0,0,0,0,0,0,0,18,93,115,75,56,38,27,422
1036,2110,0,0,0,0,0,0,0,0,0,0,6,1,5,9,21
368,1010,0,0,0,0,0,0,0,4,6,4,3,4,2,2,25
337,2108,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1042,145,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
416,77,0,0,0,0,0,0,0,5,13,16,16,5,13,4,72
4,2459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1010,90,0,0,0,0,0,0,0,0,13,56,58,34,18,6,185
1302,174,0,0,0,0,0,0,0,0,4,26,13,21,22,15,101
1278,341,0,0,0,0,0,0,0,0,2,0,1,1,0,0,4
118,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
118,150,0,0,0,0,0,0,0,42,123,102,117,68,95,76,623
